"obs","island","sagrei.present","sagrei.type","species","sex","svl","morph.good","mass","head.ht","hindlimb.phalanx","hindlimb.metatarsal","tibia","fibula","femur","pelvis.width","metacarpal","ulna","radius","humerus","shoulder.width","leg.length","opening.inlever","closing.inlever","whole.head","outlever","snout.plus.eye","snout","real.eye.length","frontal.parietal.to.snout","braincase.width","head.width.retroarticulars","head.width.jugals","head.width.quadrates","snout.width.eye","real.lower.jaw.length","real.quadrate.to.symphisis","real.jugal.to.symphasis","real.orbit.to.symphysis"
"S520","pine",0,0,"carolinensis","m",52.45,1,2.7,5.48,2.931,4.908,8.366,8.493,10.67,4.895,2.201,6.213,5.392,8.91,6.019,26.875,1.556,3.1,15.895,14.339,11.238,6.249,5.297,11.953,2.523,7.353,8.41,8.582,4.85,16.314,14.967,11.999,6.704
"S522","hook",1,2,"carolinensis","m",58.73,1,3.5,5.95,3.572,5.608,8.754,8.696,11.045,4.986,2.36,6.77,5.913,8.835,6.177,28.979,1.928,3.711,16.805,14.878,11.167,6.061,5.544,12.24,2.211,7.403,9.237,9.234,4.918,17.208,15.578,12.084,6.541
"S524","hook",1,2,"carolinensis","m",53.9,1,3,5.69,3.343,5.427,8.55,8.359,10.595,4.894,2.182,6.409,5.46,8.525,6.224,27.915,1.862,3.196,15.218,13.355,10.16,4.962,5.642,11.246,2.573,7.442,8.691,8.494,4.302,15.666,14.014,11.05,5.409
"S525","yang",1,2,"carolinensis","f",48.8,1,2.5,4.74,2.933,4.572,7.533,7.513,9.78,5.025,1.856,5.674,4.758,7.952,5.504,24.818,1.328,2.586,12.43,11.102,8.516,4.118,4.699,9.3,2.634,6.371,7.395,7.154,4.09,12.832,11.664,9.284,4.598
"S526","yang",1,2,"carolinensis","m",58.38,1,3.4,5.86,3.219,5.286,8.518,8.579,11.177,4.919,2.265,6.634,5.583,8.941,5.909,28.2,1.651,3.349,16.182,14.531,11.182,5.802,5.767,12.362,2.547,7.263,8.961,8.868,4.811,16.584,15.192,12.046,6.281
"S529","channel",1,2,"carolinensis","f",46.58,1,2.1,4.7,2.552,4.32,6.716,6.615,8.482,4.439,1.703,4.957,4.045,6.534,5.025,22.07,1.266,2.182,11.693,10.427,8.246,3.977,4.558,8.662,2.433,5.784,6.733,6.712,3.544,12.046,10.954,8.907,4.354
"S530","channel",1,2,"carolinensis","m",60.14,1,3.7,6.1,3.602,5.482,8.903,9.033,11.298,4.901,2.063,6.658,5.561,8.719,5.94,29.285,1.837,3.461,17.571,15.734,12.273,6.4,6.293,12.319,2.59,7.559,9.547,9.246,5.028,17.973,16.399,13.169,6.876
"S531","channel",1,2,"carolinensis","m",58.49,1,3.6,6.26,3.201,5.463,8.597,8.611,11.119,5.257,2.174,6.882,5.946,8.962,5.998,28.38,1.619,3.5,16.682,15.063,11.563,5.986,5.946,12.102,2.139,7.213,8.876,8.777,4.758,17.067,15.689,12.385,6.442
"S532","channel",1,2,"carolinensis","m",61.35,1,4.4,6.24,3.431,5.658,9.126,9.092,11.182,5.422,2.152,6.956,5.93,8.982,6.366,29.397,1.988,3.705,18.069,16.081,12.376,6.428,6.4,13.099,2.653,8.493,10.12,9.999,5.394,18.562,16.84,13.37,6.971
"S534","channel",1,2,"carolinensis","m",57.32,1,3.6,5.98,3.056,5.338,8.584,8.665,10.632,4.61,1.747,6.445,5.353,8.629,5.679,27.61,1.645,3.459,16.373,14.728,11.269,6.053,5.582,12.753,2.531,7.441,8.868,8.915,4.902,16.79,15.388,12.11,6.53
"S536","yin",1,1,"carolinensis","m",57.71,1,3,5.69,3.331,5.721,8.876,8.816,11.061,5.229,2.094,6.752,5.594,8.854,5.481,28.989,1.84,3.016,16.132,14.292,11.275,5.991,5.626,11.699,2.359,7.45,8.678,8.583,4.816,16.557,14.922,12.081,6.457
"S537","yin",1,1,"carolinensis","m",57.91,1,2.9,5.79,3.442,5.572,8.678,8.62,10.929,4.705,2.248,6.894,5.694,8.642,6.175,28.621,1.871,3.25,16.557,14.686,11.436,6.306,5.424,12.661,2.303,6.975,8.406,8.786,4.89,16.92,15.329,12.184,6.763
"S538","yin",1,1,"carolinensis","m",53.03,1,2.4,5.31,3.516,5.306,8.429,8.481,10.5,4.477,2.036,6.367,5.563,8.649,5.783,27.751,1.712,2.718,14.91,13.198,10.481,5.525,5.244,10.765,2.478,6.958,8.097,8.005,4.67,15.311,13.792,11.236,5.999
"S539","yin",1,1,"carolinensis","f",48.58,1,2,4.58,2.877,4.563,7.226,7.22,9.308,4.966,1.849,5.457,4.846,7.447,5.536,23.974,1.387,2.622,12.453,11.066,8.443,4.152,4.571,9.249,2.293,6.208,7.347,7.259,4.199,12.834,11.646,9.208,4.653
"S540","yin",1,1,"carolinensis","m",60.83,1,4.1,6.18,3.79,5.667,9.051,9.088,11.058,5.145,2.312,6.785,5.744,8.998,6.219,29.566,2.095,3.526,17.399,15.304,11.778,6.106,6.047,12.7,2.381,8.004,9.526,9.241,5.336,17.853,15.986,12.705,6.663
"S541","yin",1,1,"carolinensis","f",48.58,1,2.3,4.81,2.879,4.539,7.378,7.473,9.34,4.819,1.56,5.522,4.69,7.623,5.34,24.136,1.627,2.287,12.69,11.063,8.776,4.336,4.681,9.355,2.492,6.011,6.785,6.962,3.82,13.041,11.598,9.408,4.738
"S542","yin",1,1,"carolinensis","f",47.68,1,1.9,4.72,2.978,4.56,7.266,7.182,8.897,5.071,1.903,5.56,4.691,7.465,5.252,23.701,1.582,2.412,12.214,10.632,8.22,3.843,4.595,8.753,2.209,5.792,6.592,6.747,3.791,12.552,11.154,8.856,4.285
"S545","pine",0,0,"carolinensis","m",57.99,1,3.2,5.7,3.421,5.458,9.138,8.801,11.486,5.245,2.301,7.072,5.974,9.293,5.733,29.503,1.989,3.45,16.994,15.005,11.555,6.602,5.238,12.725,2.531,6.601,8.357,8.353,4.951,17.311,15.575,12.287,7.051
"S546","pine",0,0,"carolinensis","m",55.03,1,2.9,5.35,3.411,5.251,8.416,8.434,10.689,5.124,2.052,6.47,5.586,9.026,5.664,27.767,1.669,3.246,15.645,13.976,10.73,5.768,5.334,11.547,2.863,7.627,8.488,8.406,4.58,16.103,14.594,11.539,6.206
"S547","pine",0,0,"carolinensis","m",49.23,1,1.9,4.84,3.098,4.701,7.738,7.67,8.959,4.646,2.002,6.054,5.151,7.985,5.048,24.496,1.502,2.656,13.604,12.102,9.446,5.009,4.666,9.815,2.148,6.282,7.091,7.275,4.216,13.961,12.637,10.089,5.435
"S548","pine",0,0,"carolinensis","m",58.52,1,3.6,5.75,3.525,5.451,8.718,8.854,10.975,5.52,2.066,6.605,5.704,9.05,7.178,28.669,1.97,3.941,16.87,14.9,10.959,6.199,5.152,11.92,2.499,8.266,8.939,9.035,4.999,17.369,15.57,11.836,6.684
"S549","pine",0,0,"carolinensis","m",55.08,1,2.7,5.35,2.997,5.092,8.16,8.216,10.705,4.781,1.834,6.318,5.331,8.625,5.535,26.954,1.764,3.002,15.774,14.01,11.008,5.959,5.302,11.811,2.38,7.631,8.097,8.196,4.864,16.229,14.597,11.729,6.436
"S552","pine",0,0,"carolinensis","f",46.54,1,2.2,4.49,2.7,4.329,7.295,7.256,9.33,4.864,1.709,5.446,4.706,6.978,4.745,23.654,1.473,2.387,11.839,10.366,7.979,3.876,4.386,8.602,2.464,6.179,6.961,6.997,3.86,12.236,10.941,8.705,4.33
"S553","pine",0,0,"carolinensis","m",58.98,1,4,5.9,3.53,5.63,9.1,9.314,11.471,4.983,2.296,7.111,5.943,9.365,5.874,29.731,1.919,3.67,17.028,15.109,11.439,6.242,5.543,11.931,2.599,7.986,8.767,8.835,4.916,17.49,15.742,12.251,6.708
"T009","hornet",0,0,"carolinensis","m",55.45,1,3.3,6.06,3.519,5.323,8.442,8.123,10.52,5.146,2.296,6.204,5.483,8.5,6.404,27.804,1.748,3.51,15.667,13.92,10.409,5.578,5.226,10.612,2.071,7.169,9.01,8.752,5.023,16.072,14.591,11.342,6.118
"T010","hornet",0,0,"carolinensis","m",57.88,1,3.5,5.82,3.271,5.539,8.739,8.695,10.646,4.87,2.184,6.582,6.025,9.022,6.071,28.195,1.567,3.611,16.1,14.533,10.921,5.84,5.413,11.023,2.006,7.49,8.626,8.612,4.892,16.53,15.157,11.742,6.332
"T018","s.twin",0,0,"carolinensis","m",61.64,1,3.3,6.06,3.99,6.149,9.731,9.545,11.862,4.92,2.529,7.424,6.539,9.814,6.472,31.732,1.901,4.036,17.547,15.646,11.61,6.419,5.581,11.959,2.492,7.808,9.457,9.209,5.361,17.976,16.309,12.536,6.956
"T020","s.twin",0,0,"carolinensis","m",54.31,1,2.7,5.36,3.358,5.136,8.311,8.014,10.313,4.721,2.234,6.392,5.288,8.511,5.962,27.118,1.534,3.363,14.713,13.179,9.816,4.961,5.268,10.182,2.428,6.857,8.389,8.015,4.303,15.107,13.775,10.675,5.407
"T028","yin",1,1,"carolinensis","m",58.09,1,3.8,6.78,3.638,5.75,8.935,8.805,10.891,5.174,2.343,6.813,6.114,9.028,6.893,29.214,1.767,3.492,16.541,14.774,11.282,5.598,6.285,12.141,2.16,8,10.015,9.712,4.687,17.018,15.552,12.344,6.069
"T034","lizard",1,1,"carolinensis","m",57.35,1,3,5.72,3.487,5.52,8.972,8.754,10.927,4.759,2.225,7.047,6.036,8.889,5.647,28.906,1.677,3.117,16.018,14.34,11.223,6.021,5.689,11.266,2.064,7.439,9.117,8.603,4.515,16.444,14.971,12.114,6.43
"T038","lizard",1,1,"carolinensis","m",57.39,1,2.9,5.62,3.305,5.389,8.473,8.434,10.776,4.856,2.212,6.272,6.028,9.103,5.657,27.943,1.272,3.263,15.235,13.963,10.699,5.707,5.343,11.13,2.387,7.031,8.394,8.268,4.603,15.635,14.562,11.493,6.154
"T051","line.cedars",1,1,"carolinensis","m",52.29,1,2.6,5.76,3.341,5.288,8.781,8.432,10.548,4.65,2.13,6.518,5.652,8.693,5.472,27.958,1.688,3.011,15.318,13.63,10.619,5.528,5.454,10.969,2.409,7.259,8.226,8.226,4.315,15.742,14.237,11.387,5.935
"T053","line.cedars",1,1,"carolinensis","f",45.83,1,1.8,4.46,2.715,4.24,6.742,6.545,8.694,4.108,1.69,4.977,4.448,7.012,4.865,22.391,1.128,2.385,11.987,10.859,8.474,4.302,4.439,8.049,2.386,5.753,6.857,6.943,3.833,12.327,11.401,9.141,4.709
"T054","line.cedars",1,1,"carolinensis","m",53.48,1,2.4,5.3,3.108,5.382,8.556,8.427,10.578,4.594,2.086,6.329,5.678,8.58,5.521,27.624,1.641,2.922,14.543,12.902,9.981,5.283,5.004,10.119,2.246,6.921,7.818,7.949,4.391,14.949,13.501,10.719,5.721
"T056","line.cedars",1,1,"carolinensis","f",44.6,1,1.7,4.36,2.686,4.304,7.169,7.29,8.652,4.344,1.587,5.232,4.493,7.186,4.671,22.811,1.34,2.152,11.082,9.742,7.591,3.477,4.355,8.142,2.389,5.628,6.479,6.779,3.627,11.434,10.315,8.253,3.921
"T064","crescent",0,0,"carolinensis","m",59.9,1,3.7,6.11,3.64,5.554,8.711,8.632,11.131,5.321,2.265,6.5,5.81,8.922,5.895,29.036,1.901,3.449,16.457,14.555,11.107,5.914,5.544,11.188,2.12,6.925,8.908,8.746,5.021,16.817,15.198,11.966,6.425
"T071","crescent",0,0,"carolinensis","f",48.49,1,1.9,4.47,2.799,4.6,7.083,6.806,8.867,4.571,1.873,5.32,4.658,7.238,5.292,23.349,1.455,2.724,12.641,11.186,8.462,4.268,4.52,8.713,2.678,6.213,7.323,7.285,3.964,13.017,11.764,9.221,4.705
"T075","hornet",0,0,"carolinensis","m",55.64,1,3.2,5.69,2.799,4.6,7.083,6.806,8.867,4.571,1.873,5.32,4.658,7.238,5.292,23.349,1.455,2.724,12.641,11.186,8.462,4.268,4.52,8.713,2.678,6.213,7.323,7.285,3.964,13.017,11.764,9.221,4.705
"T085","s.twin",0,0,"carolinensis","f",48.08,1,2.3,4.88,2.649,4.468,7.307,7.168,9.208,4.669,1.883,5.556,4.67,7.253,5.071,23.632,1.198,2.611,12.254,11.056,8.445,4.206,4.505,9.163,2.333,5.818,7.111,7.199,4.064,12.595,11.627,9.163,4.671
"T086","s.twin",0,0,"carolinensis","m",53.85,1,2.5,5.04,3.064,5.287,8.349,8.228,10.552,4.2,1.836,6.339,5.492,8.647,5.883,27.252,1.289,3.391,15.722,14.433,11.043,5.923,5.38,11.657,2.199,6.102,7.719,7.64,4.418,16.015,14.93,11.698,6.321
"T089","s.twin",0,0,"carolinensis","m",58.53,1,3.2,5.98,3.373,5.126,8.795,8.719,10.985,4.795,2.256,6.822,5.967,9.106,6.32,28.279,1.635,3.552,16.915,15.28,11.728,6.448,5.65,11.776,2.251,7.663,8.785,8.785,4.77,17.344,15.899,12.524,6.875
"T090","s.twin",0,0,"carolinensis","m",58.56,1,3.3,5.86,3.298,5.491,8.756,8.774,10.95,4.88,2.083,6.623,5.612,8.666,5.607,28.495,1.835,3.801,16.724,14.889,11.088,6.214,5.358,11.942,2.483,7.77,9.133,9.003,4.69,17.169,15.555,11.992,6.641
"T091","s.twin",0,0,"carolinensis","m",54.61,1,3,5.44,3.064,5.111,8.368,8.447,10.784,4.804,1.954,6.402,5.533,8.871,5.402,27.327,1.651,3.396,16.157,14.506,11.11,6.156,5.386,11.803,2.564,7.079,8.687,8.662,4.461,16.54,15.138,11.929,6.547
"T092","s.twin",0,0,"carolinensis","f",48.94,1,2.2,4.8,2.794,4.083,6.942,6.863,8.904,4.832,1.691,5.085,4.479,6.916,4.95,22.723,1.225,2.619,12.365,11.141,8.521,4.107,4.725,9.083,2.425,5.948,7.346,7.256,3.981,12.718,11.716,9.279,4.564
"T093","hornet",0,0,"carolinensis","m",57.5,1,3.2,6.01,3.584,5.78,8.886,8.729,11.046,5.267,2.474,6.709,6.022,9.003,5.625,29.296,1.825,3.462,15.863,14.039,10.577,5.704,5.287,11.528,2.521,7.299,8.528,8.551,4.431,16.278,14.675,11.404,6.119
"T094","hornet",0,0,"carolinensis","m",58.3,1,3.7,6.01,3.545,5.698,9.075,8.804,11.029,5.16,2.426,7.109,6.128,9.343,6.497,29.347,1.857,3.54,16.34,14.483,10.944,5.91,5.505,11.845,2.554,7.593,9.095,8.898,4.646,16.776,15.151,11.851,6.35
"T095","hornet",0,0,"carolinensis","m",58.12,1,4.1,6.01,3.463,5.358,8.703,8.552,10.695,4.997,2.247,6.709,5.764,8.828,7.537,28.219,1.779,3.764,16.298,14.519,10.755,5.758,5.484,11.949,2.411,8.216,9.371,9.173,4.89,16.808,15.226,11.731,6.255
"T096","hornet",0,0,"carolinensis","f",49.4,1,2.4,4.64,2.894,4.654,7.039,7.007,9.077,4.228,1.666,5.587,4.779,7.465,4.864,23.664,1.192,2.437,11.542,10.35,7.912,3.861,4.33,8.769,2.381,6.189,7.057,6.957,4,11.95,10.919,8.664,4.348
"T097","hornet",0,0,"carolinensis","m",58.14,1,3.9,6.07,3.768,6.36,10.206,10.266,12.354,5.664,2.584,7.443,6.51,10.238,7.771,32.688,2.063,4.121,18.355,16.291,12.17,6.468,6.263,12.496,2.85,8.788,10.14,10.035,4.965,18.873,17.046,13.184,6.928
"T099","hornet",0,0,"carolinensis","m",58.46,1,3.3,5.78,3.582,5.818,9.088,8.917,11.343,4.893,2.216,6.839,5.937,9.208,5.944,29.831,2.055,3.382,16.36,14.305,10.924,5.632,5.692,11.069,2.38,7.061,8.866,8.791,4.669,16.737,14.965,11.789,6.097
"T100","lizard",1,1,"carolinensis","m",58.79,1,3.8,5.96,3.532,5.94,9.416,9.413,11.493,5.332,2.622,7.323,6.46,9.599,6.673,30.381,1.864,3.912,16.789,14.925,11.013,5.901,5.592,12.043,2.828,8.296,9.354,9.655,4.827,17.294,15.686,11.965,6.375
"T101","lizard",1,1,"carolinensis","m",57.34,1,3,5.55,3.467,5.657,9.385,9.31,11.234,4.645,2.195,6.907,6.234,9.16,5.377,29.743,1.724,3.773,16.436,14.711,10.938,5.896,5.367,11.612,2.433,7.082,8.417,8.321,4.745,16.813,15.288,11.72,6.355
"T102","lizard",1,1,"carolinensis","m",52.95,1,2.1,5.17,3.114,5.101,8.058,8.133,10.25,4.474,2.005,5.927,5.33,8.238,5.079,26.523,1.166,3.07,14.18,13.014,9.944,5.161,5.049,10.692,2.001,5.459,7.418,7.418,4.186,14.44,13.532,10.613,5.569
"T104","lizard",1,1,"carolinensis","m",59.93,1,3.5,5.92,3.699,5.773,8.921,8.775,11.263,5.078,2.146,6.849,5.908,9.432,5.762,29.656,1.839,3.402,16.344,14.505,11.103,5.759,5.785,11.812,2.177,7.271,8.783,8.68,4.354,16.744,15.141,11.94,6.157
"T106","lizard",1,1,"carolinensis","m",51.79,1,2.2,4.97,3.31,5.038,8.023,8.041,9.854,4.511,2.016,6.126,5.451,8.282,5.266,26.225,1.314,2.848,13.694,12.38,9.532,5.008,4.808,9.815,2.293,6.761,7.701,7.499,4.445,14.106,12.936,10.281,5.479
"T126","line.cedars",1,1,"carolinensis","f",47.18,1,1.8,4.44,2.714,4.713,7.029,6.946,8.91,4.854,1.653,5.369,4.518,7.355,4.998,23.366,1.652,2.103,11.999,10.347,8.244,4.043,4.404,8.359,2.563,6.144,6.905,7.022,4.275,12.386,10.926,8.938,4.573
"T129","line.cedars",1,1,"carolinensis","m",55.68,1,3,5.9,3.4,5.332,8.649,8.47,10.655,5.16,2.025,6.242,5.475,8.423,6.278,28.036,1.64,3.298,15.507,13.867,10.569,5.343,5.584,11.9,2.318,7.231,8.972,8.892,5.038,15.923,14.562,11.482,5.907
"T141","line.cedars",1,1,"carolinensis","m",51.04,1,2.4,4.98,3.221,5.339,8.25,8.415,9.972,4.326,2.188,6.139,5.227,8.162,5.544,26.782,1.323,2.814,13.801,12.478,9.664,4.863,5.075,10.293,2.318,6.652,7.586,7.855,4.304,14.196,13.082,10.383,5.318
"T151","s.twin",0,0,"carolinensis","m",55.04,1,3.1,5.59,3.458,5.676,8.949,8.697,11.127,4.694,2.44,6.779,6.012,8.932,5.857,29.21,1.634,3.269,16.247,14.613,11.344,5.961,5.785,12.017,2.699,6.828,8.941,8.46,4.711,16.602,15.213,12.193,6.409
"T152","lizard",1,1,"carolinensis","m",56.79,1,2.9,5.66,3.416,5.247,8.685,8.445,10.594,4.494,2.097,6.564,5.635,9.095,5.706,27.942,1.777,3.205,16.237,14.46,11.255,6.153,5.421,11.444,2.586,6.897,8.483,8.374,4.821,16.599,15.054,12.028,6.608
"T153","lizard",1,1,"carolinensis","m",54.89,1,2.8,5.67,3.149,5.106,8.175,8.132,10.448,4.31,2.017,6.101,5.32,8.491,5.824,26.878,1.511,3.394,15.284,13.772,10.378,5.236,5.509,11.13,2.171,6.886,8.585,8.303,4.63,15.667,14.384,11.231,5.725
"T154","lizard",1,1,"carolinensis","m",53.17,1,2.4,5.11,3.178,5.149,8.323,8.434,10.575,4.729,2.108,6.416,5.369,8.341,5.381,27.225,1.58,3.151,14.618,13.038,9.887,5.021,5.217,10.227,2.692,6.555,8.026,7.921,4.269,14.981,13.627,10.671,5.456
"T164","hornet",0,0,"carolinensis","m",55.57,1,3.2,5.75,3.645,5.558,8.755,8.726,10.814,4.781,2.259,6.692,5.79,8.862,6.01,28.772,1.976,3.558,16.296,14.32,10.762,5.778,5.409,12.101,2.196,7.175,8.757,8.878,4.56,16.686,14.993,11.619,6.212
"T166","hornet",0,0,"carolinensis","f",52.39,1,2.8,5.18,2.884,4.742,7.677,7.796,9.608,4.971,1.768,5.625,4.607,7.789,5.484,24.911,1.534,2.622,12.824,11.29,8.668,4.094,4.908,9.535,2.398,6.768,7.735,7.529,4.195,13.263,11.901,9.492,4.6
"T167","hornet",0,0,"carolinensis","m",56.15,1,3.4,5.79,3.322,5.651,9.06,9.001,11.637,5.018,2.166,6.778,5.842,9.564,6.203,29.67,1.668,3.452,15.72,14.052,10.6,5.685,5.405,11.256,2.673,8.234,9.268,8.793,4.77,16.25,14.724,11.569,6.165
"T169","hornet",0,0,"carolinensis","m",55.15,1,2.8,5.11,3.219,5.592,8.529,8.402,10.533,4.753,2.275,6.484,5.334,8.461,5.682,27.873,1.382,3.082,14.723,13.341,10.26,5.205,5.314,10.783,2.802,7.807,8.159,8.644,4.878,15.232,14.024,11.041,5.749
"T170","hornet",0,0,"carolinensis","m",57.41,1,3.7,5.83,1.982,5.411,8.823,9.001,11.161,4.997,2.077,6.8,5.91,9.149,6.688,27.377,1.767,3.433,16.079,14.311,10.878,5.571,5.764,11.737,2.681,8.013,9.268,9.078,4.785,16.57,15.014,11.824,6.064
"T171","s.twin",0,0,"carolinensis","m",57.34,1,2.9,5.32,3.233,5.288,8.761,8.645,10.621,4.654,2.115,6.674,5.772,8.659,5.258,27.903,1.624,3.46,15.925,14.301,10.841,5.734,5.441,11.413,1.849,7.239,8.636,8.451,4.915,16.331,14.912,11.669,6.238
"T179","osprey",0,0,"carolinensis","m",59.76,1,3.4,5.78,3.601,5.838,8.982,8.975,11.199,5.067,2.291,6.983,6.082,9.176,6.167,29.62,1.849,3.229,16.694,14.845,11.616,6.312,5.668,12.888,2.282,7.866,9.002,9.022,5.008,17.152,15.515,12.458,6.79
"T181","osprey",0,0,"carolinensis","m",59.38,1,3.6,5.56,3.549,5.564,8.607,8.648,11.022,4.978,2.199,6.729,5.627,9.135,6.122,28.742,1.673,3.609,16.461,14.788,11.179,6.043,5.479,13.115,2.281,7.63,8.857,8.764,5.043,16.898,15.423,12.024,6.548
"T183","osprey",0,0,"carolinensis","f",48.3,1,1.7,4.31,2.786,4.435,7.262,7.156,9.353,4.804,1.659,5.389,4.517,7.284,4.812,23.836,0.953,2.429,12.143,11.19,8.761,4.571,4.427,8.856,2.382,5.428,6.761,6.666,3.904,12.443,11.676,9.391,4.97
"T184","osprey",0,0,"carolinensis","f",43.96,1,1.4,4.2,2.949,4.357,6.951,6.813,8.809,4.042,1.757,5.165,4.472,6.802,4.67,23.066,1.039,1.924,11.282,10.242,8.319,3.99,4.5,8.612,2.263,5.029,6.331,6.385,3.885,11.558,10.728,8.9,4.438
"T185","osprey",0,0,"carolinensis","f",45.01,1,1.7,4.4,2.908,4.28,6.915,6.852,8.834,4.606,1.735,5.118,4.453,6.918,4.521,22.937,1.081,2.248,11.553,10.471,8.224,4.048,4.385,9.114,2.366,5.071,6.497,6.483,3.83,11.828,10.962,8.842,4.478
"T189","line.cedars",1,1,"carolinensis","m",53.16,1,2.3,5.27,3.401,5.416,8.598,8.541,10.491,4.566,2.085,6.508,5.629,8.259,5.631,27.906,1.733,3.132,15.072,13.339,10.207,5.196,5.347,11.249,2.325,6.762,8.19,8.12,4.459,15.447,13.943,10.998,5.654
"T190","line.cedars",1,1,"carolinensis","m",49.8,1,2,4.91,3.275,5.151,7.978,8.027,9.939,4.353,1.872,5.991,5.154,7.84,5.128,26.343,1.397,2.836,14.286,12.888,10.052,5.13,5.194,11.241,2.516,6.58,7.696,7.789,4.384,14.659,13.464,10.763,5.579
"T192","line.cedars",1,1,"carolinensis","f",47.98,1,1.7,4.47,2.894,4.739,7.711,7.617,9.654,4.418,1.778,5.543,4.919,7.451,4.471,24.998,1.239,2.476,11.903,10.664,8.188,4.095,4.306,8.856,2.382,6.002,6.668,6.668,3.999,12.276,11.173,8.841,4.557
"T193","line.cedars",1,1,"carolinensis","m",57.94,1,3.1,5.91,3.346,5.673,9.162,9.061,11.342,5.232,2.292,6.898,6.027,9.09,6.114,29.523,1.69,3.407,16.429,14.739,11.333,6.287,5.376,12.156,2.236,7.463,8.81,8.933,5.101,16.848,15.401,12.159,6.785
"T195","line.cedars",1,1,"carolinensis","m",54.95,1,2.5,5.62,3.526,5.845,9.333,9.246,11.306,4.782,2.084,6.943,6.034,9.029,5.929,30.01,1.764,3,15.91,14.147,11.147,5.952,5.486,11.722,2.382,6.581,8.388,8.289,4.865,16.247,14.741,11.91,6.43
"T201","s.twin",0,0,"carolinensis","m",59.63,1,3.6,5.71,3.853,5.699,9.234,9.333,11.581,5.128,2.41,7.047,6.048,9.198,6.178,30.367,1.868,3.679,17.228,15.36,11.681,6.502,5.613,12.29,2.505,7.715,9.1,9.058,4.782,17.655,16.014,12.536,6.928
"T207","lizard",1,1,"carolinensis","m",52.5,1,3,5.86,3.37,5.235,8.488,8.324,10.659,4.782,2.153,6.108,5.331,8.548,5.837,27.752,1.69,3.164,15.264,13.574,10.41,5.29,5.515,11.043,2.505,7.689,8.673,8.485,4.586,15.741,14.222,11.278,5.766
"T211","lizard",1,1,"carolinensis","f",46.21,1,1.8,4.39,2.743,4.19,7.301,7.11,9.235,4.267,1.533,5.235,4.387,7.401,4.688,23.469,1.16,2.15,11.348,10.188,8.037,3.927,4.356,8.421,2.492,5.529,6.802,6.602,3.922,11.68,10.709,8.727,4.389
"T218","s.twin",0,0,"carolinensis","f",48.64,1,2.1,4.46,2.829,4.485,7.403,7.284,9.143,4.667,1.646,5.665,4.791,7.637,5.018,23.86,1.419,2.42,12.582,11.162,8.742,4.263,4.731,9.531,2.64,5.788,7.017,6.988,3.984,12.91,11.696,9.42,4.705
"T220","s.twin",0,0,"carolinensis","m",57.51,1,3.3,5.49,3.623,5.582,9.118,9.009,11.606,5.252,2.149,6.899,6.002,9.367,6.286,29.929,1.801,3.475,16.119,14.317,10.842,5.631,5.587,11.638,2.303,7.58,9.056,9.169,5.024,16.558,15.033,11.75,6.167
"T221","line.cedars",1,1,"carolinensis","f",45.35,0,1.9,4.62,2.96,4.894,7.391,7.407,9.596,4.537,1.754,5.462,4.797,7.606,4.864,24.841,1.231,2.449,12.214,10.983,8.534,4.118,4.684,9.331,2.462,5.995,7.25,7.351,4.16,12.576,11.582,9.272,4.614
"T224","line.cedars",1,1,"carolinensis","m",51.65,1,2.2,4.99,3.271,5.407,8.485,8.437,10.9,4.734,1.919,6.62,5.671,8.609,5.593,28.063,1.679,2.685,14.604,12.925,10.24,5.147,5.414,11.314,2.565,7.259,8.071,8.203,4.412,15.048,13.56,11.006,5.6
"T226","line.cedars",1,1,"carolinensis","m",53.03,1,2.8,5.31,3.398,5.359,8.479,8.364,10.497,4.807,1.982,6.462,5.389,8.491,5.504,27.733,1.714,2.999,14.95,13.236,10.237,5.285,5.256,11.236,2.382,7.237,7.999,7.999,4.476,15.381,13.827,10.99,5.739
"T229","line.cedars",1,1,"carolinensis","m",53.33,1,2.7,5.3,3.343,5.333,8.331,8.254,10.652,4.867,2.153,6.391,5.368,8.596,5.895,27.659,1.688,3.023,15,13.312,10.29,5.125,5.478,11.294,2.388,7.689,8.234,8.244,4.58,15.485,13.936,11.083,5.613
"T230","s.twin",0,0,"carolinensis","f",47.76,1,2.2,4.64,2.877,4.731,7.471,7.504,9.41,4.493,1.866,5.566,4.862,7.502,4.891,24.489,1.526,2.424,12.653,11.127,8.703,4.282,4.718,9.416,2.295,5.883,7.162,7.122,3.867,12.99,11.683,9.411,4.699
"T234","s.twin",0,0,"carolinensis","m",51.56,1,2.1,5.05,3.216,5.377,8.378,8.321,10.182,4.543,1.993,6.46,5.587,8.232,5.586,27.153,1.558,2.858,14.78,13.222,10.365,5.519,5.103,11.005,2.411,6.531,7.733,7.844,4.54,15.137,13.792,11.063,5.967
"T241","s.twin",0,0,"carolinensis","f",45.06,1,1.5,4.28,2.984,4.144,7.09,7.164,9.198,4.402,1.926,5.193,4.636,7.257,4.481,23.416,1.133,2.237,11.352,10.218,7.981,3.953,4.237,8.24,2.151,5.101,6.473,6.297,3.849,11.635,10.692,8.613,4.396
"T246","s.twin",0,0,"carolinensis","f",49.58,1,2.2,4.39,2.925,4.638,7.295,7.334,9.272,4.446,1.901,5.659,4.863,7.434,4.894,24.13,1.209,2.597,12.145,10.936,8.339,4.192,4.418,8.961,2.356,5.874,6.907,6.841,3.859,12.495,11.459,9.026,4.615
